TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,Landmark1Name,Landmark2Name,Landmark3Name,Landmark4Name,Landmark5Name,Landmark6Name,Landmark1Pos,Landmark2Pos,Landmark3Pos,Landmark4Pos,Landmark5Pos,Landmark6Pos,Landmark1Rot,Landmark2Rot,Landmark3Rot,Landmark4Rot,Landmark5Rot,Landmark6Rot,Landmark1State,Landmark2State,Landmark3State,Landmark4State,Landmark5State,Landmark6State
0,1,Training,2,Floor,Shelves,,,,
0.02,1,Training,2,Body,Shelves,AVG-1,MIN-3,MIN-2,AVG-2,MIN-1,AVG-3,(0.5252015;-0.1351226;0.4426118),(0.5148547;-0.4716057;0.05012715),(0.6273703;-0.2913758;0.1072689),(0.4569341;-0.4407488;0.2948759),(0.273943;-0.5804187;0.2794088),(-0.00273265;-0.3797738;0.5880173),(0;0;0),(0;0;0),(0;0;0),(0;0;0),(0;0;0),(0;0;0),highlighting;,,,,highlighting;,highlighting;
0.3533259,1,Training,2,Body,Shelves,AVG-1,MIN-3,MIN-2,AVG-2,MIN-1,AVG-3,(0.5252015;-0.1351226;0.4426118),(0.5148547;-0.4716057;0.05012715),(0.6273703;-0.2913758;0.1072689),(0.4569341;-0.4407488;0.2948759),(0.273943;-0.5804187;0.2794088),(-0.00273265;-0.3797738;0.5880173),(0;0;0),(0;0;0),(0;0;0),(0;0;0),(0;0;0),(0;0;0),highlighting;,,,,highlighting;,highlighting;
0.4866563,1,Training,2,Body,Shelves,AVG-1,MIN-3,MIN-2,AVG-2,MIN-1,AVG-3,(0.5252015;-0.1351226;0.4426118),(0.5148547;-0.4716057;0.05012715),(0.6273703;-0.2913758;0.1072689),(0.4569341;-0.4407488;0.2948759),(0.273943;-0.5804187;0.2794088),(-0.00273265;-0.3797738;0.5880173),(11.12977;49.87758;4.785763E-06),(42.35504;84.43912;-1.617468E-05),(24.59814;80.29732;5.633922E-06),(39.02366;57.16439;6.593814E-06),(56.01356;44.43406;0),(32.85632;359.7337;5.002379E-06),highlighting;,,,,highlighting;,highlighting;
0.6199867,1,Training,2,Body,Shelves,AVG-1,MIN-3,MIN-2,AVG-2,MIN-1,AVG-3,(0.5252015;-0.1351226;0.4426118),(0.5148547;-0.4716057;0.05012715),(0.6273703;-0.2913758;0.1072689),(0.4569341;-0.4407488;0.2948759),(0.273943;-0.5804187;0.2794088),(-0.00273265;-0.3797738;0.5880173),(11.12977;49.87758;4.785763E-06),(42.35504;84.43912;-1.617468E-05),(24.59814;80.29732;5.633922E-06),(39.02366;57.16439;6.593814E-06),(56.01356;44.43406;0),(32.85632;359.7337;5.002379E-06),highlighting;,,,,highlighting;,highlighting;
0.6866519,1,Training,2,Body,Shelves,AVG-1,MIN-3,MIN-2,AVG-2,MIN-1,AVG-3,(0.5252015;-0.1351226;0.4426118),(0.5148547;-0.4716057;0.05012715),(0.6273703;-0.2913758;0.1072689),(0.4569341;-0.4407488;0.2948759),(0.273943;-0.5804187;0.2794088),(-0.00273265;-0.3797738;0.5880173),(11.12977;49.87758;4.785763E-06),(42.35504;84.43912;-1.617468E-05),(24.59814;80.29732;5.633922E-06),(39.02366;57.16439;6.593814E-06),(56.01356;44.43406;0),(32.85632;359.7337;5.002379E-06),highlighting;,,,,highlighting;,highlighting;
0.7422062,1,Training,2,Body,Shelves,AVG-1,MIN-3,MIN-2,AVG-2,MIN-1,AVG-3,(0.5252015;-0.1351226;0.4426118),(0.5148547;-0.4716057;0.05012715),(0.6273703;-0.2913758;0.1072689),(0.4569341;-0.4407488;0.2948759),(0.273943;-0.5804187;0.2794088),(-0.00273265;-0.3797738;0.5880173),(11.12977;49.87758;4.785763E-06),(42.35504;84.43912;-1.617468E-05),(24.59814;80.29732;5.633922E-06),(39.02366;57.16439;6.593814E-06),(56.01356;44.43406;0),(32.85632;359.7337;5.002379E-06),highlighting;,,,,highlighting;,highlighting;
0.7866496,1,Training,2,Body,Shelves,AVG-1,MIN-3,MIN-2,AVG-2,MIN-1,AVG-3,(0.5252015;-0.1351226;0.4426118),(0.5148547;-0.4716057;0.05012715),(0.6273703;-0.2913758;0.1072689),(0.4569341;-0.4407488;0.2948759),(0.273943;-0.5804187;0.2794088),(-0.00273265;-0.3797738;0.5880173),(11.12977;49.87758;4.785763E-06),(42.35504;84.43912;-1.617468E-05),(24.59814;80.29732;5.633922E-06),(39.02366;57.16439;6.593814E-06),(56.01356;44.43406;0),(32.85632;359.7337;5.002379E-06),highlighting;,,,,highlighting;,highlighting;
0.842204,1,Training,2,Body,Shelves,AVG-1,MIN-3,MIN-2,AVG-2,MIN-1,AVG-3,(0.5252015;-0.1351226;0.4426118),(0.5148547;-0.4716057;0.05012715),(0.6273703;-0.2913758;0.1072689),(0.4569341;-0.4407488;0.2948759),(0.273943;-0.5804187;0.2794088),(-0.00273265;-0.3797738;0.5880173),(11.12977;49.87758;4.785763E-06),(42.35504;84.43912;-1.617468E-05),(24.59814;80.29732;5.633922E-06),(39.02366;57.16439;6.593814E-06),(56.01356;44.43406;0),(32.85632;359.7337;5.002379E-06),highlighting;,,,,highlighting;,highlighting;
0.8755366,1,Training,2,Body,Shelves,AVG-1,MIN-3,MIN-2,AVG-2,MIN-1,AVG-3,(0.5252015;-0.1351226;0.4426118),(0.5148547;-0.4716057;0.05012715),(0.6273703;-0.2913758;0.1072689),(0.4569341;-0.4407488;0.2948759),(0.273943;-0.5804187;0.2794088),(-0.00273265;-0.3797738;0.5880173),(11.12977;49.87758;4.785763E-06),(42.35504;84.43912;-1.617468E-05),(24.59814;80.29732;5.633922E-06),(39.02366;57.16439;6.593814E-06),(56.01356;44.43406;0),(32.85632;359.7337;5.002379E-06),highlighting;,,,,highlighting;,highlighting;
0.91998,1,Training,2,Body,Shelves,AVG-1,MIN-3,MIN-2,AVG-2,MIN-1,AVG-3,(0.5252015;-0.1351226;0.4426118),(0.5148547;-0.4716057;0.05012715),(0.6273703;-0.2913758;0.1072689),(0.4569341;-0.4407488;0.2948759),(0.273943;-0.5804187;0.2794088),(-0.00273265;-0.3797738;0.5880173),(11.12977;49.87758;4.785763E-06),(42.35504;84.43912;-1.617468E-05),(24.59814;80.29732;5.633922E-06),(39.02366;57.16439;6.593814E-06),(56.01356;44.43406;0),(32.85632;359.7337;5.002379E-06),highlighting;,,,,highlighting;,highlighting;
